MonitoringSite,obsYear,species_full,species_code,28-may,29-may,30-may,31-may,01-jun,02-jun,03-jun,04-jun,05-jun,06-jun,07-jun,08-jun,09-jun,10-jun,11-jun,12-jun,13-jun,14-jun,15-jun,16-jun,17-jun,18-jun,19-jun,20-jun,21-jun,22-jun,23-jun,24-jun,25-jun,26-jun,27-jun,28-jun,29-jun,30-jun,01-jul,02-jul,03-jul,04-jul,05-jul,06-jul,07-jul,08-jul,09-jul,10-jul,11-jul,12-jul,13-jul,14-jul,15-jul,16-jul,17-jul,18-jul,19-jul,20-jul,21-jul,22-jul,23-jul,24-jul,25-jul,26-jul,27-jul,28-jul,29-jul,30-jul,31-jul,01-aug,02-aug,03-aug
East Bay Mainland,2005,Lapland Longspur,LALO,,,,,,10,10,15,15,68,40,28,24,21,30,8,19,15,27,18,16,12,9,24,10,,12,13,4,16,17,15,20,22,,3,5,12,14,0,,6,5,15,7,6,13,0,0,31,6,8,,3,7,,,,,,,,,,,,,
East Bay Mainland,2005,Lemming,lemming,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Least Sandpiper,LESA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Long-tailed Duck,LTDU,,,,,,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,1,9,4,0,4,,0,4,0,3,3,0,0,3,,0,2,0,0,0,,0,2,2,3,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,
East Bay Mainland,2005,Long-tailed Jaeger,LTJA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,,1,0,0,0,0,2,0,4,,0,0,0,4,2,,6,0,2,0,0,0,1,0,0,0,2,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Northern Pintail,NOPI,,,,,,0,0,0,0,2,0,0,0,0,2,3,5,3,8,2,1,2,2,2,0,,1,2,0,7,6,0,7,7,,0,5,1,4,0,,0,2,0,0,0,7,0,0,0,2,2,,0,1,,,,,,,,,,,,,
East Bay Mainland,2005,Northern Shoveler,NSHO,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Parasitic Jaeger,PAJA,,,,,,0,0,0,0,0,1,1,0,3,6,8,8,11,9,5,8,1,3,1,0,,5,3,0,7,4,2,0,4,,4,3,4,1,5,,7,9,8,4,6,6,5,0,1,2,4,,0,1,,,,,,,,,,,,,
East Bay Mainland,2005,Pacific Loon,PALO,,,,,,0,0,0,0,1,1,2,2,3,4,12,9,12,9,7,3,8,5,3,2,,7,5,0,0,3,0,7,3,,1,12,10,5,9,,0,0,4,1,6,5,4,1,0,7,1,,2,4,,,,,,,,,,,,,
East Bay Mainland,2005,Peregrine Falcon,PEFA,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Pectoral Sandpiper,PESA,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Pomarine Jaeger,POJA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Polar Bear,polar bear,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Purple Sandpiper,PUSA,,,,,,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,1,,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Ring-billed Gull,RBGU,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Redpoll sp,Redpoll sp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Red Knot,REKN,,,,,,0,0,0,0,5,12,4,9,6,2,8,9,9,5,2,0,6,2,3,1,,0,0,4,9,13,0,4,1,,1,3,1,3,25,,0,0,0,0,2,0,0,0,0,0,0,,0,2,,,,,,,,,,,,,
East Bay Mainland,2005,Red Phalarope,REPH,,,,,,0,0,5,0,8,0,0,0,0,12,15,8,4,5,1,6,6,16,4,4,,10,3,7,26,15,10,6,21,,4,22,12,15,38,,6,5,15,0,6,3,1,1,0,6,1,,2,8,,,,,,,,,,,,,
East Bay Mainland,2005,Rough-legged Hawk,RLHA,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Red-necked Phalarope,RNPH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Ross' Goose,ROGO,,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,,0,0,0,0,2,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Ross' Gull,ROGU,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,56,0,0,0,,0,0,0,0,0,0,0,36,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Red-throated Loon,RTLO,,,,,,0,0,0,1,0,0,0,0,0,3,9,22,10,21,8,11,12,14,5,1,,0,3,4,12,12,13,3,9,,2,17,18,1,6,,7,4,9,4,7,4,0,0,3,5,4,,1,12,,,,,,,,,,,,,
East Bay Mainland,2005,Ruddy Turnstone,RUTU,,,,,,0,0,0,1,8,8,0,6,5,0,24,6,10,7,9,7,8,12,16,2,,6,11,5,29,15,18,4,21,,0,42,37,1,36,,8,11,11,7,17,14,5,16,0,6,2,,2,4,,,,,,,,,,,,,
East Bay Mainland,2005,Sandhill Crane,SACR,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,,2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,9,0,0,0,0,0,0,3,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Sabine's Gull,SAGU,,,,,,0,0,0,0,28,180,32,8,4,0,31,12,18,35,15,22,25,26,25,1,,1,37,5,67,44,10,5,37,,0,50,35,5,53,,11,16,22,11,39,31,12,39,0,58,37,,14,57,,,,,,,,,,,,,
East Bay Mainland,2005,Sanderling,SAND,,,,,,0,0,0,0,1,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0,0,,0,0,0,0,7,1,1,3,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Short-eared Owl,SEOW,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Semipalmated Plover,SEPL,,,,,,0,0,0,0,0,0,0,0,0,0,10,0,0,7,5,11,3,6,9,9,,4,6,0,12,6,3,7,11,,0,18,16,0,16,,4,1,2,1,13,13,3,14,0,10,9,,5,8,,,,,,,,,,,,,
East Bay Mainland,2005,Semipalmated Sandpiper,SESA,,,,,,0,0,1,0,1,0,0,2,0,2,2,1,0,0,0,0,1,1,0,0,,2,0,0,2,0,2,2,0,,0,1,4,2,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Snow Bunting,SNBU,,,,,,20,10,3,15,8,5,3,7,4,3,15,11,2,9,3,6,6,12,4,1,,6,3,0,3,1,0,3,4,,0,5,7,2,7,,2,4,2,2,4,4,0,0,3,1,0,,0,2,,,,,,,,,,,,,
East Bay Mainland,2005,Snow Goose,SNGO,,,,,,20,55,16,79,87,176,120,73,58,120,80,140,66,148,171,165,109,114,109,52,,191,116,30,152,161,73,24,64,,22,120,47,43,34,,8,250,250,46,425,450,12,20,20,340,437,,60,320,,,,,,,,,,,,,
East Bay Mainland,2005,Snowy Owl,SNOW,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Steller's Eider,STEI,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,15,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Thayer's Gull,THGU,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Tundra Swan,TUSW,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Whimbrel,WHIM,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,Willow Ptarmigan,WIPT,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
East Bay Mainland,2005,White-rumped Sandpiper,WRSA,,,,,,3,0,5,7,31,23,8,11,12,17,32,17,19,7,0,19,17,19,5,17,,14,11,6,12,22,24,14,12,,4,19,11,13,19,,3,17,17,11,63,19,14,23,1,13,27,,14,28,,,,,,,,,,,,,
East Bay Mainland,2006,American Golden-Plover,AMGP,,,,,1,6,3,0,1,2,2,7,,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,2,0,0,0,6,,,,,,,,,,,,,,
East Bay Mainland,2006,American Pipit,AMPI,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Arctic Fox,arctic fox,,,,,0,0,0,0,1,1,0,1,,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,3,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,1,,,,,,,,,,,,,,
East Bay Mainland,2006,Arctic Tern,ARTE,,,,,0,0,0,0,0,0,2,36,,35,0,50,70,100,20,30,100,103,25,50,50,20,0,10,40,72,40,80,60,52,60,60,40,70,30,100,0,20,40,40,40,70,15,50,0,40,28,34,25,45,,,,,,,,,,,,,,
East Bay Mainland,2006,Baird's Sandpiper,BASA,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Black-bellied Plover,BBPL,,,,,0,0,0,0,3,8,0,15,,2,1,16,6,2,12,9,8,8,2,12,8,1,0,9,6,10,5,1,10,12,2,0,8,4,1,6,0,3,9,5,4,8,0,5,0,4,0,12,10,12,,,,,,,,,,,,,,
East Bay Mainland,2006,Brant,BRAN,,,,,0,0,0,3,0,5,0,60,,40,0,30,50,100,50,45,75,52,100,100,120,40,30,70,50,40,50,100,30,100,10,10,30,20,20,50,0,30,30,40,20,0,0,0,0,8,8,8,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Canada Goose,CANG,,,,,8,20,40,40,50,40,25,200,,200,50,60,50,70,50,25,50,70,50,50,100,30,0,20,20,70,40,30,50,50,0,20,30,20,30,20,0,30,17,50,0,20,10,10,0,45,0,9,2,1,,,,,,,,,,,,,,
East Bay Mainland,2006,Caribou,caribou,,,,,0,0,0,4,20,2,4,4,,2,4,10,3,3,15,20,8,1,6,15,20,13,10,20,10,15,12,20,10,30,10,12,8,15,10,20,3,15,30,20,20,20,3,15,5,14,13,15,12,6,,,,,,,,,,,,,,
East Bay Mainland,2006,Common Eider,COEI,,,,,0,0,0,0,0,0,0,12,,15,0,6,20,15,150,70,60,100,3,15,15,0,0,60,5,8,27,20,12,17,0,6,10,8,0,34,0,40,20,40,30,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Common Loon,COLO,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Common Raven,CORA,,,,,0,0,0,0,0,0,0,2,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Dunlin,DUNL,,,,,0,0,0,3,4,2,2,20,,6,0,10,4,0,15,1,1,0,0,6,3,0,0,0,0,1,0,1,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Glaucous Gull,GLGU,,,,,0,0,2,0,0,0,0,0,,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Greater White-fronted Goose,GWFG,,,,,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Gyrfalcon,GYRF,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Herring Gull,HERG,,,,,5,6,30,50,25,42,30,50,,60,1,60,60,70,65,60,95,50,30,50,50,20,6,30,40,60,40,50,60,60,10,45,30,20,50,40,10,30,20,40,60,60,25,30,10,41,25,40,15,20,,,,,,,,,,,,,,
East Bay Mainland,2006,Horned Lark,HOLA,,,,,0,0,0,0,0,0,2,12,,9,2,5,0,2,4,0,0,7,0,2,14,2,0,4,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,
East Bay Mainland,2006,Iceland Gull,ICGU,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Jaeger sp,JAEG,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,King Eider,KIEI,,,,,0,2,12,14,4,50,60,150,,200,30,100,100,100,50,60,75,100,50,50,50,40,4,40,30,50,50,40,40,40,16,35,45,30,60,80,10,30,60,70,50,50,20,40,10,70,100,70,60,35,,,,,,,,,,,,,,
East Bay Mainland,2006,Lapland Longspur,LALO,,,,,0,0,0,5,20,5,10,50,,70,10,50,30,30,30,50,50,20,10,20,30,2,0,20,20,20,20,20,60,40,10,15,40,40,20,10,0,25,25,10,20,20,10,10,20,10,8,10,15,10,,,,,,,,,,,,,,
East Bay Mainland,2006,Lemming,lemming,,,,,0,0,0,0,0,0,0,0,,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Least Sandpiper,LESA,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Long-tailed Duck,LTDU,,,,,0,0,0,0,0,0,0,2,,4,0,6,17,8,0,3,3,10,4,5,2,0,0,2,10,3,0,5,2,5,3,7,15,8,15,10,0,10,5,7,8,3,4,2,0,3,0,2,1,1,,,,,,,,,,,,,,
East Bay Mainland,2006,Long-tailed Jaeger,LTJA,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Northern Pintail,NOPI,,,,,0,0,0,0,0,0,1,0,,2,0,0,1,10,3,0,4,17,7,12,2,0,0,0,0,1,20,30,0,6,0,0,0,0,15,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Parasitic Jaeger,PAJA,,,,,0,0,0,0,0,1,0,2,,7,3,8,4,0,2,0,5,2,2,1,10,2,2,2,0,7,6,4,5,7,0,5,7,6,10,4,1,5,6,10,5,4,5,13,5,7,11,10,13,6,,,,,,,,,,,,,,
East Bay Mainland,2006,Pacific Loon,PALO,,,,,0,0,0,0,0,0,0,8,,3,0,2,6,6,2,2,1,1,2,2,10,3,0,7,1,2,6,6,3,8,0,6,0,0,2,2,0,3,0,6,0,4,0,3,1,3,3,3,2,8,,,,,,,,,,,,,,
East Bay Mainland,2006,Peregrine Falcon,PEFA,,,,,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Pectoral Sandpiper,PESA,,,,,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Pomarine Jaeger,POJA,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Polar Bear,polar bear,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Purple Sandpiper,PUSA,,,,,0,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Redpoll sp,Redpoll sp,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Red Knot,REKN,,,,,0,0,0,0,0,0,0,0,,2,0,2,4,10,0,4,3,4,4,2,3,5,0,1,6,11,20,10,6,3,1,6,2,18,25,6,0,1,2,2,0,2,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Red Phalarope,REPH,,,,,0,0,0,0,0,6,0,15,,25,0,12,12,6,0,2,16,13,8,15,10,10,0,4,10,12,15,15,20,9,1,15,9,5,35,20,0,8,15,20,15,4,0,5,0,4,2,4,5,2,,,,,,,,,,,,,,
East Bay Mainland,2006,Rough-legged Hawk,RLHA,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Red-necked Phalarope,RNPH,,,,,0,0,0,0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Ross' Goose,ROGO,,,,,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Ross' Gull,ROGU,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Red-throated Loon,RTLO,,,,,0,0,0,0,1,1,2,40,,20,5,15,20,20,8,9,14,8,15,15,20,8,1,20,20,30,25,30,20,18,10,30,14,15,12,15,0,6,15,15,2,20,12,12,4,40,20,25,30,15,,,,,,,,,,,,,,
East Bay Mainland,2006,Ruddy Turnstone,RUTU,,,,,0,0,0,0,3,12,6,20,,30,0,30,30,50,11,19,11,40,30,40,30,20,0,7,30,30,50,50,30,25,8,30,25,20,50,35,0,15,30,20,15,12,8,6,0,12,4,0,4,2,,,,,,,,,,,,,,
East Bay Mainland,2006,Sandhill Crane,SACR,,,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Sabine's Gull,SAGU,,,,,0,0,0,11,9,9,3,25,,70,0,25,50,80,18,30,23,60,0,70,30,3,1,12,30,50,60,65,60,52,40,50,45,40,60,100,0,20,50,100,60,60,17,100,0,50,20,50,40,40,,,,,,,,,,,,,,
East Bay Mainland,2006,Sanderling,SAND,,,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Short-eared Owl,SEOW,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Semipalmated Plover,SEPL,,,,,0,0,0,0,3,4,0,5,,7,0,7,20,14,7,7,4,20,16,20,18,10,0,6,10,12,20,16,10,20,6,15,10,6,15,30,0,8,20,15,10,6,7,10,0,13,7,3,0,1,,,,,,,,,,,,,,
East Bay Mainland,2006,Semipalmated Sandpiper,SESA,,,,,0,0,0,0,0,3,0,0,,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Snow Bunting,SNBU,,,,,10,4,10,15,20,20,10,15,,30,5,7,10,3,6,4,4,0,6,10,7,1,2,3,5,2,8,10,5,6,3,10,10,10,15,15,2,10,10,10,5,10,4,6,0,4,5,10,6,10,,,,,,,,,,,,,,
East Bay Mainland,2006,Snow Goose,SNGO,,,,,30,200,0,200,300,250,200,500,,500,100,250,100,120,30,50,100,100,150,150,200,60,11,150,200,150,160,100,20,100,35,40,50,40,26,200,200,200,250,200,400,400,200,300,300,400,40,400,300,400,,,,,,,,,,,,,,
East Bay Mainland,2006,Snowy Owl,SNOW,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Steller's Eider,STEI,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Thayer's Gull,THGU,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Tundra Swan,TUSW,,,,,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,3,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Whimbrel,WHIM,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
East Bay Mainland,2006,Willow Ptarmigan,WIPT,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
